AÑO;LOCAL_VISITA;EQUIPO;VICTORIAS;DERROTAS;EMPATES;LOCAL_GOL;LOCAL_GOL_HT;LOCAL_AMARILLA;LOCAL_ROJA;LOCAL_TIRO_ARCO
2024;Local;Man United;2;1;2;10;5;10;0;29
2024;Visita;Man United;3;2;2;15;5;17;0;49
2024;Local;Newcastle;3;1;3;20;10;5;1;43
2024;Visita;Newcastle;3;3;0;14;5;13;0;44
2024;Local;Nott'm Forest;2;3;2;11;7;10;0;34
2024;Visita;Nott'm Forest;0;4;2;13;7;12;1;27
2024;Local;Sheffield United;0;3;3;7;2;14;2;22
2024;Visita;Sheffield United;1;4;1;12;4;10;0;37
2024;Local;Tottenham;5;1;0;14;1;9;0;32
2024;Visita;Tottenham;1;2;3;12;7;8;1;24
2024;Local;West Ham;1;2;5;9;4;14;0;29
2024;Visita;West Ham;2;3;1;13;5;14;2;46
2024;Local;Wolves;2;3;0;7;2;13;0;24
2024;Visita;Wolves;2;2;3;11;6;9;0;41
